package,artifact,class,mapping,status
research-slides,templates/paper_asset_catalog.csv,methodology_support,digest-bound-support-or-instruction,mapped
research-slides,templates/slide_asset_map.csv,methodology_support,digest-bound-support-or-instruction,mapped
research-slides,templates/slide_asset_production.csv,methodology_support,digest-bound-support-or-instruction,mapped
research-slides,templates/slide_outline.md,methodology_support,digest-bound-support-or-instruction,mapped
research-slides,templates/talk_contract.md,methodology_support,digest-bound-support-or-instruction,mapped
research-survey,coverage_log.md,durable_runtime,procedure-artifact-contract,mapped
research-survey,gate_report.md,durable_runtime,procedure-artifact-contract,mapped
research-survey,quality-gates.md,durable_runtime,procedure-artifact-contract,mapped
research-survey,report.md,durable_runtime,procedure-artifact-contract,mapped
research-survey,research-quest.yaml,durable_runtime,procedure-artifact-contract,mapped
research-survey,sections/<nn>-<slug>.md,durable_runtime,procedure-artifact-contract,mapped
research-survey,survey_brief.md,durable_runtime,procedure-artifact-contract,mapped
research-survey,taxonomy.md,durable_runtime,procedure-artifact-contract,mapped
research-survey,../../research-writing/references/academic-phrasebank.md,methodology_support,digest-bound-support-or-instruction,mapped
research-survey,../research-writing/references/academic-phrasebank.md,methodology_support,digest-bound-support-or-instruction,mapped
research-survey,references/quality-gates.md,methodology_support,digest-bound-support-or-instruction,mapped
research-survey,references/stage-01-rq-brief.md,methodology_support,digest-bound-support-or-instruction,mapped
research-survey,references/stage-02-corpus-coverage.md,methodology_support,digest-bound-support-or-instruction,mapped
research-survey,references/stage-03-taxonomy.md,methodology_support,digest-bound-support-or-instruction,mapped
research-survey,references/stage-04-synthesis-writing.md,methodology_support,digest-bound-support-or-instruction,mapped
research-survey,references/stage-05-self-adversarial.md,methodology_support,digest-bound-support-or-instruction,mapped
research-survey,references/stage-06-output-contract.md,methodology_support,digest-bound-support-or-instruction,mapped
research-survey,templates/gate_report.md,methodology_support,digest-bound-support-or-instruction,mapped
research-survey,templates/section_skeleton.md,methodology_support,digest-bound-support-or-instruction,mapped
research-survey,templates/survey_brief.md,methodology_support,digest-bound-support-or-instruction,mapped
research-survey,templates/taxonomy.md,methodology_support,digest-bound-support-or-instruction,mapped
research-writing,01_writing_contract.md,durable_runtime,procedure-artifact-contract,mapped
research-writing,02_paper_outline.md,durable_runtime,procedure-artifact-contract,mapped
research-writing,03_display_plan.md,durable_runtime,procedure-artifact-contract,mapped
research-writing,academic-phrasebank.md,durable_runtime,procedure-artifact-contract,mapped
research-writing,adversarial-review.md,durable_runtime,procedure-artifact-contract,mapped
research-writing,ai-style-impressions.md,durable_runtime,procedure-artifact-contract,mapped
research-writing,analysis_campaign.md,durable_runtime,procedure-artifact-contract,mapped
research-writing,benchmark-paper-planning.md,durable_runtime,procedure-artifact-contract,mapped
research-writing,build_log.md,durable_runtime,procedure-artifact-contract,mapped
research-writing,citation-audit-discipline.md,durable_runtime,procedure-artifact-contract,mapped
research-writing,citation_audit.md,durable_runtime,procedure-artifact-contract,mapped
research-writing,citation_shortlist.md,durable_runtime,procedure-artifact-contract,mapped
research-writing,claim-audit-discipline.md,durable_runtime,procedure-artifact-contract,mapped
research-writing,claim_audit.md,durable_runtime,procedure-artifact-contract,mapped
research-writing,claim_evidence_map.csv,durable_runtime,procedure-artifact-contract,mapped
research-writing,claim_evidence_map.md,durable_runtime,procedure-artifact-contract,mapped
research-writing,claim_ledger.csv,durable_runtime,procedure-artifact-contract,mapped
research-writing,closest_prior_work.md,durable_runtime,procedure-artifact-contract,mapped
research-writing,data_availability_audit.md,durable_runtime,procedure-artifact-contract,mapped
research-writing,display-routing-and-figure-one.md,durable_runtime,procedure-artifact-contract,mapped
research-writing,evidence-bound-writing.md,durable_runtime,procedure-artifact-contract,mapped
research-writing,external-review-loop.md,durable_runtime,procedure-artifact-contract,mapped
research-writing,figure_table_catalog.csv,durable_runtime,procedure-artifact-contract,mapped
research-writing,kill_argument.json,durable_runtime,procedure-artifact-contract,mapped
research-writing,kill_argument.md,durable_runtime,procedure-artifact-contract,mapped
research-writing,literature_map.md,durable_runtime,procedure-artifact-contract,mapped
research-writing,manifest.yaml,durable_runtime,procedure-artifact-contract,mapped
research-writing,manuscript-quality-rubric.md,durable_runtime,procedure-artifact-contract,mapped
research-writing,micro-editing-and-surface-rules.md,durable_runtime,procedure-artifact-contract,mapped
research-writing,model-review-policy.md,durable_runtime,procedure-artifact-contract,mapped
research-writing,output-schemas.md,durable_runtime,procedure-artifact-contract,mapped
research-writing,paper-pipeline-bridge.md,durable_runtime,procedure-artifact-contract,mapped
research-writing,paper-structure-templates.md,durable_runtime,procedure-artifact-contract,mapped
research-writing,pre-submission-author-audit.md,durable_runtime,procedure-artifact-contract,mapped
research-writing,publication-compliance.md,durable_runtime,procedure-artifact-contract,mapped
research-writing,rebuttal_handoff.md,durable_runtime,procedure-artifact-contract,mapped
research-writing,reference-paper-judgment.md,durable_runtime,procedure-artifact-contract,mapped
research-writing,references/academic-phrasebank.md,methodology_support,digest-bound-support-or-instruction,mapped
research-writing,references/adversarial-review.md,methodology_support,digest-bound-support-or-instruction,mapped
research-writing,references/ai-style-impressions.md,methodology_support,digest-bound-support-or-instruction,mapped
research-writing,references/benchmark-paper-planning.md,methodology_support,digest-bound-support-or-instruction,mapped
research-writing,references/citation-audit-discipline.md,methodology_support,digest-bound-support-or-instruction,mapped
research-writing,references/claim-audit-discipline.md,methodology_support,digest-bound-support-or-instruction,mapped
research-writing,references/display-routing-and-figure-one.md,methodology_support,digest-bound-support-or-instruction,mapped
research-writing,references/evidence-bound-writing.md,methodology_support,digest-bound-support-or-instruction,mapped
research-writing,references/external-review-loop.md,methodology_support,digest-bound-support-or-instruction,mapped
research-writing,references/manuscript-quality-rubric.md,methodology_support,digest-bound-support-or-instruction,mapped
research-writing,references/micro-editing-and-surface-rules.md,methodology_support,digest-bound-support-or-instruction,mapped
research-writing,references/model-review-policy.md,methodology_support,digest-bound-support-or-instruction,mapped
research-writing,references/output-schemas.md,methodology_support,digest-bound-support-or-instruction,mapped
research-writing,references/paper-pipeline-bridge.md,methodology_support,digest-bound-support-or-instruction,mapped
research-writing,references/paper-structure-templates.md,methodology_support,digest-bound-support-or-instruction,mapped
research-writing,references/pre-submission-author-audit.md,methodology_support,digest-bound-support-or-instruction,mapped
research-writing,references/publication-compliance.md,methodology_support,digest-bound-support-or-instruction,mapped
research-writing,references/reference-paper-judgment.md,methodology_support,digest-bound-support-or-instruction,mapped
research-writing,references/review-tracing.md,methodology_support,digest-bound-support-or-instruction,mapped
research-writing,references/reviewer-response-discipline.md,methodology_support,digest-bound-support-or-instruction,mapped
research-writing,references/source-routing.md,methodology_support,digest-bound-support-or-instruction,mapped
research-writing,references/stage-01-writing-contract.md,methodology_support,digest-bound-support-or-instruction,mapped
research-writing,references/stage-02-paper-outline.md,methodology_support,digest-bound-support-or-instruction,mapped
research-writing,references/stage-03-claim-evidence-map.md,methodology_support,digest-bound-support-or-instruction,mapped
research-writing,references/stage-04-display-plan.md,methodology_support,digest-bound-support-or-instruction,mapped
research-writing,references/stage-05-section-drafting.md,methodology_support,digest-bound-support-or-instruction,mapped
research-writing,references/stage-06-build-compile.md,methodology_support,digest-bound-support-or-instruction,mapped
research-writing,references/stage-07-audit-review.md,methodology_support,digest-bound-support-or-instruction,mapped
research-writing,references/stage-08-rebuttal-handoff.md,methodology_support,digest-bound-support-or-instruction,mapped
research-theory,00_derivation_package.md,durable_runtime,procedure-artifact-contract,mapped
research-theory,05_proof_audit.md,durable_runtime,procedure-artifact-contract,mapped
research-theory,counterexample_log.md,durable_runtime,procedure-artifact-contract,mapped
research-theory,evidence/00_derivation_package.md,durable_runtime,procedure-artifact-contract,mapped
research-theory,evidence/01_theory_contract.md,durable_runtime,procedure-artifact-contract,mapped
research-theory,evidence/02_statement_normalization.md,durable_runtime,procedure-artifact-contract,mapped
research-theory,evidence/03_proof_plan.md,durable_runtime,procedure-artifact-contract,mapped
research-theory,evidence/04_proof_package.md,durable_runtime,procedure-artifact-contract,mapped
research-theory,evidence/05_proof_audit.md,durable_runtime,procedure-artifact-contract,mapped
research-theory,evidence/06_theory_handoff.md,durable_runtime,procedure-artifact-contract,mapped
research-theory,evidence/MANIFEST.md,durable_runtime,procedure-artifact-contract,mapped
research-theory,evidence/counterexample_log.md,durable_runtime,procedure-artifact-contract,mapped
research-theory,evidence/proof_issue_ledger.csv,durable_runtime,procedure-artifact-contract,mapped
research-theory,evidence/proof_obligation_ledger.csv,durable_runtime,procedure-artifact-contract,mapped
research-theory,proof-audit-taxonomy.md,durable_runtime,procedure-artifact-contract,mapped
research-theory,proof_issue_ledger.csv,durable_runtime,procedure-artifact-contract,mapped
research-theory,proof_obligation_ledger.csv,durable_runtime,procedure-artifact-contract,mapped
research-theory,reports/index.html,durable_runtime,procedure-artifact-contract,mapped
research-theory,research-quest.yaml,durable_runtime,procedure-artifact-contract,mapped
research-theory,references/html-report.md,methodology_support,digest-bound-support-or-instruction,mapped
research-theory,references/proof-audit-taxonomy.md,methodology_support,digest-bound-support-or-instruction,mapped
research-theory,references/stage-00-derivation.md,methodology_support,digest-bound-support-or-instruction,mapped
research-theory,references/stage-01-theory-contract.md,methodology_support,digest-bound-support-or-instruction,mapped
research-theory,references/stage-02-statement-normalization.md,methodology_support,digest-bound-support-or-instruction,mapped
research-theory,references/stage-03-proof-plan.md,methodology_support,digest-bound-support-or-instruction,mapped
research-theory,references/stage-04-proof-drafting.md,methodology_support,digest-bound-support-or-instruction,mapped
research-theory,references/stage-05-proof-audit.md,methodology_support,digest-bound-support-or-instruction,mapped
research-theory,references/stage-06-handoff.md,methodology_support,digest-bound-support-or-instruction,mapped
research-theory,templates/report.html,methodology_support,digest-bound-support-or-instruction,mapped
research-quest,research-quest.yaml,durable_runtime,procedure-artifact-contract,mapped
research-quest,SKILL.md,host_packaging,retire-with-host-skill-packaging,waived-retire
research-quest-admin,QUEST_STATUS.md,durable_runtime,procedure-artifact-contract,mapped
research-quest-admin,quest-event-candidates,durable_runtime,procedure-artifact-contract,mapped
research-quest-admin,research-events.jsonl,durable_runtime,procedure-artifact-contract,mapped
research-quest-admin,research-quest.yaml,durable_runtime,procedure-artifact-contract,mapped
research-quest-admin,references/campaign-index.md,methodology_support,digest-bound-support-or-instruction,mapped
research-quest-admin,references/quest-pack.md,methodology_support,digest-bound-support-or-instruction,mapped
research-quest-admin,references/task-forest-bridge.md,methodology_support,digest-bound-support-or-instruction,mapped
research-quest-admin,SKILL.md,host_packaging,retire-with-host-skill-packaging,waived-retire
